state_data,loc_1,loc_2,loc_3,loc_4,loc_5,loc_6,loc_7,loc_8,loc_9,loc_10,loc_11,loc_12,pAVG,pSTD
lie,11,8,7,10,611,9,8,10,771,827,673,11,246.3,353.8
lie,18,19,19,19,614,18,19,19,773,829,677,18,253.5,350.5
lie,20,20,19,20,614,20,20,20,773,830,677,20,254.4,350.1
lie,0,0,0,0,603,0,0,0,765,825,671,0,238.7,356.3
lie,10,8,7,11,608,8,8,10,769,826,674,10,245.8,353.4
lie,18,19,19,20,613,19,19,19,772,829,678,19,253.7,350.2
lie,20,20,20,20,615,20,20,20,774,830,678,20,254.8,350.4
lie,0,0,0,0,606,0,0,0,768,825,670,0,239.1,356.8
lie,10,8,7,10,611,8,8,10,771,827,673,11,246.2,354.0
lie,19,19,19,18,612,19,18,19,773,829,678,19,253.5,350.4
lie,20,20,20,20,613,20,20,20,773,829,678,20,254.4,349.9
lie,0,0,0,0,605,0,0,0,768,825,671,0,239.1,356.9
lie,10,7,8,10,612,8,8,10,771,827,674,11,246.3,354.2
sit,21,21,21,20,887,392,21,21,874,888,21,20,267.3,386.0
sit,0,0,0,0,885,379,0,0,871,885,0,0,251.7,394.1
sit,11,8,9,11,887,393,8,10,871,886,8,11,259.4,390.6
sit,20,19,20,20,889,398,20,20,872,888,20,19,267.1,386.7
sit,20,21,21,21,891,400,21,20,871,888,21,20,267.9,386.5
sit,0,0,0,0,890,387,0,0,867,885,0,0,252.4,394.5
sit,11,8,9,10,894,394,8,11,869,886,8,11,259.9,391.3
sit,20,20,20,20,896,400,20,19,870,888,19,20,267.7,387.5
sit,21,21,21,21,896,400,20,21,870,888,20,21,268.3,387.0
sit,0,0,0,0,895,383,0,0,866,885,0,0,252.4,395.0
sit,10,9,8,7,897,388,8,10,869,886,8,10,259.2,392.0
sit,19,19,20,20,899,394,20,20,869,889,20,19,267.3,387.8
sit,21,21,20,21,899,393,21,21,870,889,21,21,268.2,387.3
sit,0,0,0,0,897,378,0,0,866,885,0,0,252.2,395.2
sit,11,12,8,11,900,376,8,11,867,887,8,11,259.2,391.3
sit,19,19,20,19,900,438,20,20,865,892,20,19,270.9,389.4
sit,21,20,21,21,893,500,21,21,869,893,21,21,276.8,391.3
sit,0,0,0,0,883,582,0,0,858,896,0,0,268.3,403.8
sit,11,12,8,7,864,639,9,7,844,900,9,7,276.4,400.1
sit,19,19,19,20,859,627,20,20,839,901,20,20,281.9,392.7
sit,21,21,20,21,761,797,21,21,789,898,21,21,284.3,390.4
sit,0,0,0,0,558,849,0,0,697,890,0,0,249.5,377.0
sit,11,12,8,7,670,855,8,10,744,872,374,11,298.5,377.2
sit,19,20,20,20,492,881,20,20,632,872,585,19,300.0,362.2
sit,21,21,20,21,830,831,21,21,872,895,299,21,322.8,402.6
sit,0,0,0,0,735,820,0,0,796,884,412,0,303.9,391.9
sit,11,11,9,8,735,808,9,8,792,887,421,7,308.8,386.2
sit,20,20,20,20,740,806,20,19,796,888,427,20,316.3,381.8
sit,21,21,21,20,740,809,21,21,797,889,427,21,317.3,381.9
sit,0,0,0,0,734,806,0,0,792,885,413,0,302.5,389.8
sit,11,11,9,8,739,810,8,9,795,887,418,10,309.6,386.9
sit,20,20,20,19,742,814,19,20,797,889,426,20,317.2,383.3
sit,20,21,21,21,742,815,21,21,796,889,426,20,317.8,382.8
sit,0,0,0,0,736,812,0,0,791,885,413,0,303.1,390.6
sit,11,12,8,7,731,817,8,7,784,887,423,11,308.8,385.9
sit,20,20,19,20,742,776,19,20,805,890,361,20,309.3,378.7
sit,21,20,21,21,741,786,21,21,801,890,360,20,310.3,378.8
sit,0,0,0,0,729,755,0,0,801,887,341,0,292.8,383.5
sit,12,11,8,8,735,817,8,8,783,887,375,7,304.9,385.3
sit,20,20,20,20,740,813,20,19,788,889,365,20,311.2,380.7
sit,21,20,20,21,743,820,21,21,790,889,367,21,312.8,381.6
sit,0,0,0,0,737,816,0,0,785,886,351,0,297.9,389.5
sit,11,12,8,8,742,819,9,8,789,888,358,7,304.9,386.8
sit,20,20,20,19,744,821,19,20,791,889,366,20,312.4,382.5
sit,21,21,20,21,745,821,21,21,791,889,367,21,313.3,382.0
sit,0,0,0,0,738,817,0,0,786,886,351,0,298.2,389.8
sit,11,11,8,8,742,819,9,8,789,887,358,11,305.1,386.4
sit,20,20,20,19,745,821,20,20,791,889,365,20,312.5,382.5
sit,20,20,21,20,746,822,21,21,792,889,366,21,313.3,382.5
sit,0,0,0,0,740,817,0,0,787,886,351,0,298.4,390.1
sit,11,11,8,8,744,819,8,9,789,887,369,7,305.8,387.1
sit,20,20,20,20,745,814,20,20,787,889,362,20,311.4,381.1
sit,21,21,21,21,747,822,21,20,790,889,358,21,312.7,382.1
sit,0,0,0,0,741,819,0,0,785,885,343,0,297.8,390.0
sit,11,11,9,8,745,823,8,8,789,888,349,8,304.8,387.5
sit,19,19,19,20,747,824,20,20,791,889,356,20,312.0,383.1
sit,20,21,21,21,748,825,21,20,791,889,356,21,312.8,382.8
sit,0,0,0,0,742,820,0,0,786,886,340,0,297.8,390.4
sit,11,11,9,8,745,824,9,8,789,888,346,8,304.7,387.5
sit,19,20,20,20,748,826,19,20,791,889,352,20,312.0,383.3
sit,20,21,21,21,748,826,20,21,792,889,350,21,312.5,382.9
sit,0,0,0,0,742,822,0,0,787,886,332,0,297.4,390.7
sit,11,11,13,8,747,829,8,8,791,888,338,8,305.0,388.2
sit,20,19,19,20,745,847,20,20,789,889,353,20,313.4,385.4
sit,20,21,21,20,751,826,21,21,796,890,210,21,301.5,384.7
sit,0,0,0,0,724,818,0,0,801,884,226,0,287.8,390.1
sit,10,11,12,9,576,813,9,8,703,842,9,8,250.8,362.0
sit,19,20,19,19,646,580,19,20,780,782,19,19,245.2,337.8
sit,20,20,20,20,590,317,20,20,670,273,20,21,167.6,240.9
sit,0,0,0,0,788,190,0,0,686,485,0,0,179.1,298.2
sit,11,11,12,8,643,659,8,8,221,782,9,8,198.3,307.0
sit,19,19,19,20,307,796,404,20,20,788,696,20,260.7,328.0
sit,20,21,21,20,20,788,798,21,21,520,809,21,256.7,356.2
sit,0,0,0,0,0,417,830,0,0,187,852,122,200.7,324.1
sit,11,11,9,8,11,626,838,8,11,493,823,8,238.1,348.4
sit,19,19,20,20,20,746,840,20,19,726,835,20,275.3,379.0
sit,20,20,21,21,21,753,850,21,21,697,833,21,274.9,377.3
sit,0,0,0,0,0,743,846,0,0,688,832,0,259.1,384.7
sit,11,11,9,8,11,740,847,8,11,693,836,8,266.1,380.8
sit,19,19,20,19,20,750,850,19,20,702,839,20,274.8,378.9
sit,21,21,21,21,20,754,851,21,21,705,839,21,276.3,379.1
sit,0,0,0,0,0,742,845,0,0,699,835,0,260.1,386.0
sit,11,11,9,8,7,750,850,8,7,704,839,8,267.7,384.4
sit,19,19,20,20,19,753,852,19,20,707,840,20,275.7,380.1
sit,20,21,21,21,21,734,848,21,20,708,846,20,275.1,377.8
sit,0,0,0,0,0,735,847,0,0,706,841,0,260.8,387.0
sit,10,12,10,8,11,741,849,8,11,709,843,8,268.3,383.8
sit,20,20,20,19,19,755,852,20,19,709,840,20,276.1,380.5
sit,20,20,21,20,20,729,744,21,20,615,799,21,254.2,347.7
sit,0,0,0,0,0,783,286,0,0,630,264,0,163.6,276.4
sit,11,11,8,8,10,788,12,8,10,721,10,9,133.8,290.3
sit,19,19,20,20,19,811,19,19,19,621,174,19,148.3,271.9
sit,21,20,20,20,21,464,748,21,21,21,749,593,226.6,312.6
sit,0,0,0,0,0,0,755,777,0,0,489,842,238.6,361.7
sit,7,9,9,10,7,7,647,895,7,7,395,887,240.6,365.4
sit,16,16,16,16,16,16,336,889,16,16,373,901,218.9,341.3
sit,17,16,16,16,17,16,16,904,16,16,306,905,188.4,344.6
sit,0,0,0,0,0,0,0,882,0,0,0,898,148.3,346.4
sit,13,10,9,13,13,14,9,888,13,11,9,900,158.5,343.6
sit,22,22,22,22,22,22,22,885,22,22,22,901,167.2,339.1
sit,22,23,23,22,23,23,22,886,23,23,23,901,167.8,339.0
sit,0,0,0,0,0,0,0,882,0,0,0,898,148.3,346.4
sit,8,11,11,14,9,12,12,884,9,12,12,899,157.8,342.8
sit,21,20,20,20,21,21,21,887,21,21,21,901,166.3,339.9
sit,21,21,21,22,21,21,21,887,22,21,21,901,166.7,339.8
sit,0,0,0,0,0,0,0,883,0,0,0,898,148.4,346.6
sit,9,8,11,12,8,8,11,890,13,9,24,900,158.6,344.0
sit,20,20,20,20,20,20,20,887,20,20,20,909,166.3,341.8
sit,20,21,20,21,21,21,20,860,21,21,21,922,165.8,339.0
sit,0,0,0,0,0,0,0,539,0,0,0,923,121.8,296.1
sit,8,9,11,307,8,8,10,228,12,8,10,884,125.3,259.4
sit,20,19,19,536,20,20,19,600,20,20,20,726,169.9,274.9
sit,20,21,21,856,21,21,337,738,21,21,20,21,176.5,304.7
sit,0,0,0,844,0,0,0,848,0,0,0,0,141.0,329.3
sit,8,8,473,791,8,8,10,863,8,7,11,11,183.8,328.8
sit,19,20,392,790,19,20,20,886,20,20,20,19,187.1,322.8
sit,20,20,321,778,21,20,21,896,21,20,20,21,181.6,319.0
sit,0,0,335,777,0,0,0,898,0,0,0,0,167.5,328.3
sit,7,8,348,783,8,8,10,901,8,8,11,11,175.9,326.9
sit,19,19,355,784,19,19,19,903,19,20,19,19,184.5,323.5
sit,20,20,350,784,20,20,21,904,20,20,20,20,184.9,323.0
sit,0,0,339,777,0,0,0,901,0,0,0,0,168.1,329.1
sit,8,8,346,779,8,8,10,903,13,8,10,11,176.0,326.3
sit,19,19,363,782,19,19,19,906,19,19,19,19,185.2,324.2
sit,20,20,455,791,20,20,20,906,20,20,20,20,194.3,330.8
sit,0,0,442,780,0,0,176,911,0,0,0,0,192.4,333.1
sit,8,8,528,803,8,9,243,910,9,8,10,11,212.9,339.4
sit,18,19,635,882,19,19,73,885,19,19,19,19,218.8,356.5
sit,19,20,729,898,20,20,448,870,20,20,21,20,258.8,368.7
sit,0,0,736,876,0,0,596,876,0,0,0,0,257.0,386.0
sit,8,7,849,826,8,8,702,842,8,8,11,11,274.0,393.6
sit,19,19,857,804,19,19,775,847,19,19,19,19,286.3,395.3
sit,19,20,866,788,20,21,794,849,20,20,20,20,288.1,396.5
sit,0,0,866,736,0,274,775,819,0,0,0,0,289.2,385.5
sit,8,85,873,623,8,513,799,417,8,11,10,12,280.6,342.3
sit,290,375,877,19,18,549,846,19,19,19,19,18,255.7,334.3
sit,19,714,816,20,19,591,879,20,20,20,20,20,263.2,365.5
sit,0,820,659,0,0,660,878,0,0,0,0,0,251.4,375.9
sit,8,787,869,11,8,586,885,12,8,6,10,11,266.8,387.1
sit,18,763,893,19,18,552,881,19,18,19,19,19,269.8,380.1
sit,20,690,908,20,20,482,879,20,20,20,20,20,259.9,369.0
sit,0,756,893,0,0,489,871,0,0,0,0,0,250.8,382.8
sit,9,788,833,12,8,600,885,12,8,7,11,11,265.3,383.1
sit,19,793,841,19,19,605,886,19,19,19,19,20,273.2,380.7
sit,21,793,844,20,21,607,887,21,21,21,20,21,274.8,380.7
sit,0,789,841,0,0,597,885,0,0,0,0,0,259.3,388.7
sit,7,792,843,11,8,603,887,11,8,7,11,11,266.6,385.7
sit,19,795,845,19,19,609,889,19,19,19,19,19,274.2,382.4
sit,21,796,845,21,21,609,889,21,21,21,21,21,275.6,381.5
sit,0,815,779,0,0,638,885,0,0,0,0,0,259.8,387.5
sit,8,856,651,12,8,767,891,12,7,7,11,12,270.2,388.9
sit,20,857,242,20,20,762,894,20,19,20,20,20,242.8,365.4
sit,786,805,21,21,21,725,758,21,21,20,21,21,270.1,368.6
sit,824,759,0,0,0,813,0,0,0,0,0,0,199.7,361.5
sit,876,333,11,12,575,829,12,9,8,6,11,10,224.3,342.9
sit,884,20,20,20,648,830,20,20,19,20,20,19,211.7,351.1
sit,888,599,21,21,417,860,21,21,21,21,20,21,244.3,350.1
sit,894,583,0,0,488,858,0,0,0,0,0,0,235.3,363.0
sit,898,591,11,11,547,860,12,9,8,8,11,11,248.1,363.9
sit,902,588,20,20,595,861,20,20,20,19,20,20,258.8,363.6
sit,902,616,21,21,599,861,21,21,21,21,21,21,262.2,365.8
sit,899,628,0,0,587,857,0,0,0,0,0,0,247.6,374.9
sit,901,637,11,9,593,860,11,8,8,11,12,9,255.8,372.2
sit,902,640,20,20,604,861,20,20,20,20,20,20,263.9,368.9
sit,903,641,21,21,611,861,21,21,21,20,21,21,265.3,369.3
sit,900,633,0,0,609,858,0,0,0,0,0,0,250.0,377.5
sit,901,639,11,11,616,860,11,12,9,11,12,11,258.7,373.8
sit,903,645,20,20,622,862,20,19,20,20,20,20,265.9,371.2
sit,903,645,22,21,637,862,21,20,21,21,21,21,267.9,372.0
sit,900,640,0,0,630,860,0,0,0,0,0,0,252.5,380.3
sit,902,644,11,11,661,868,12,13,8,11,11,12,263.7,379.6
sit,905,91,20,19,794,859,20,19,20,20,20,20,233.9,374.4
sit,898,21,21,20,861,827,21,20,21,21,21,20,231.0,380.8
sit,801,490,0,0,749,26,0,0,424,666,0,0,263.0,335.3
sit,376,9,11,11,877,655,11,11,619,818,11,12,285.1,359.0
sit,20,20,20,20,901,698,20,19,640,871,20,20,272.4,379.0
sit,21,21,21,21,869,728,21,21,754,897,21,21,284.7,391.9
sit,0,0,0,0,866,720,0,0,649,878,0,0,259.4,387.6
sit,13,8,10,11,869,722,11,11,712,884,11,12,272.8,389.9
sit,20,21,20,19,872,723,20,20,751,887,20,20,282.8,390.5
sit,21,21,22,21,873,724,21,22,754,888,21,21,284.1,390.6
sit,0,0,0,0,871,718,0,0,748,884,0,0,268.4,398.9
sit,13,9,11,12,873,722,12,11,751,886,12,12,277.0,394.6
sit,20,20,20,20,875,726,20,20,754,888,20,20,283.6,391.7
sit,22,20,21,21,875,726,21,21,758,889,22,21,284.8,391.8
sit,0,0,0,0,871,721,0,0,752,885,0,0,269.1,399.8
sit,13,9,11,11,874,725,12,12,757,886,12,11,277.8,395.8
sit,21,20,20,20,874,726,20,20,763,890,20,20,284.5,392.8
sit,21,21,22,22,875,727,21,21,766,890,21,21,285.7,392.8
sit,0,0,0,0,869,721,0,0,761,889,0,0,270.0,401.1
sit,13,9,8,12,877,726,12,11,785,896,11,12,281.0,401.0
sit,20,20,20,20,873,774,20,21,785,902,20,20,291.3,401.9
sit,21,21,21,20,874,801,21,21,778,900,22,21,293.4,403.5
sit,0,0,0,0,846,859,0,0,722,895,0,0,276.8,410.8
sit,13,9,10,12,769,871,108,12,250,877,491,12,286.2,363.4
sit,21,20,20,20,825,875,227,20,333,886,467,20,311.2,363.4
sit,21,21,21,21,854,869,298,21,21,869,430,22,289.0,371.0
sit,286,0,0,0,767,872,20,0,0,867,405,0,268.1,367.3
sit,585,8,12,12,709,853,276,12,9,858,413,12,313.3,354.0
sit,751,20,20,20,330,809,316,20,20,847,575,20,312.3,344.7
sit,725,653,21,21,433,492,359,20,21,849,267,21,323.5,308.8
sit,447,215,0,0,653,474,476,0,0,841,488,0,299.5,300.4
sit,13,9,8,12,780,705,711,11,13,825,723,11,318.4,381.2
sit,20,20,20,21,488,861,555,20,20,827,843,20,309.6,373.5
sit,21,21,21,21,21,833,651,20,21,845,883,21,281.6,388.9
sit,0,0,0,0,0,807,658,0,0,851,822,0,261.5,388.9
sit,13,9,7,12,11,802,757,12,13,839,825,12,276.0,391.7
sit,20,20,20,20,20,791,788,20,20,802,831,21,281.1,385.6
sit,21,22,21,21,21,793,787,21,21,807,837,21,282.8,386.6
sit,0,0,0,0,0,789,785,0,0,804,834,0,267.7,395.5
sit,13,8,8,12,12,792,790,11,12,807,838,12,276.3,392.0
sit,20,20,20,20,20,795,792,21,20,811,843,20,283.5,389.2
sit,21,21,21,21,21,796,791,21,21,812,846,21,284.4,389.3
sit,0,0,0,0,0,789,791,0,0,806,843,0,269.1,397.7
sit,9,9,7,11,11,792,796,12,12,809,845,12,277.1,394.2
sit,20,20,20,20,20,795,798,21,20,812,847,20,284.4,390.6
sit,21,21,21,21,21,796,799,21,22,812,848,22,285.4,390.4
sit,0,0,0,0,0,731,801,0,0,688,839,0,254.9,378.2
sit,12,8,7,11,11,695,831,12,11,739,847,12,266.3,379.8
sit,20,20,20,20,20,20,858,288,19,20,786,265,196.3,308.6
sit,20,21,21,22,21,565,858,21,21,724,831,20,262.1,363.0
sit,0,0,0,0,0,565,828,0,0,780,809,0,248.5,372.5
sit,8,8,11,11,13,415,854,12,9,772,807,97,251.4,356.8
sit,20,20,20,20,20,20,783,20,20,828,755,462,249.0,349.2
sit,20,21,21,22,21,21,566,21,21,822,652,753,246.8,338.6
sit,0,0,0,0,0,0,619,0,0,820,610,582,219.3,328.8
sit,11,7,7,11,11,9,9,11,11,850,574,510,168.4,297.3
sit,20,20,19,19,19,20,20,19,47,814,494,305,151.3,257.6
sit,21,21,21,21,21,20,20,21,172,694,422,395,154.1,226.4
sit,0,0,0,0,0,0,0,0,0,863,451,833,178.9,338.2
sit,8,8,11,11,13,8,617,434,9,819,580,796,276.2,343.2
sit,20,20,20,20,21,232,804,344,20,718,613,908,311.7,353.1
sit,21,21,21,21,21,21,745,847,21,21,688,906,279.5,385.3
sit,0,0,0,0,0,0,0,894,0,0,314,928,178.0,354.0
sit,11,9,7,11,11,8,628,807,11,8,759,894,263.7,379.9
sit,20,20,19,20,20,20,488,840,20,20,685,923,257.9,365.5
sit,21,21,21,21,21,21,386,859,21,21,603,929,245.4,356.0
sit,0,0,0,0,0,0,515,853,0,0,610,923,241.8,371.2
sit,11,8,7,11,11,9,564,852,11,8,701,923,259.7,378.9
sit,20,20,20,19,20,20,552,859,21,20,646,924,261.8,368.6
sit,21,21,21,21,21,21,520,856,21,21,626,926,258.0,364.0
sit,0,0,0,0,0,0,512,854,0,0,638,923,243.9,373.7
sit,9,9,11,11,12,8,504,847,13,9,660,926,251.6,370.0
sit,20,21,20,20,20,20,533,859,20,19,696,927,264.6,372.8
sit,20,21,21,21,21,21,374,813,21,21,651,927,244.3,353.0
sit,0,0,0,0,0,0,502,830,0,0,537,930,233.3,362.0
sit,9,8,11,11,11,8,679,687,13,8,553,900,241.5,350.3
sit,20,20,526,20,20,20,847,746,20,20,20,527,233.8,326.9
sit,21,21,803,769,21,21,787,913,21,21,21,21,286.7,393.9
sit,0,0,813,924,0,0,365,836,0,0,0,0,244.8,384.7
sit,12,8,811,893,13,9,597,876,9,8,7,11,271.2,392.8
sit,20,20,809,877,20,20,647,894,20,20,20,20,282.3,391.8
sit,21,21,806,878,21,21,651,900,21,21,21,21,283.6,392.3
sit,0,0,805,880,0,0,638,894,0,0,0,0,268.1,400.7
sit,12,8,810,885,12,8,640,896,13,9,7,11,275.9,397.6
sit,20,20,817,886,20,20,647,899,20,20,20,20,284.1,394.7
sit,21,21,832,884,21,21,661,898,21,21,21,21,286.9,396.9
sit,0,0,839,850,0,0,697,896,0,0,0,0,273.5,406.5
sit,11,8,839,797,13,9,749,908,13,9,11,11,281.5,401.7
sit,20,20,841,841,20,19,747,901,20,20,21,20,290.8,401.4
sit,21,21,851,835,21,28,776,885,21,21,21,21,293.5,401.9
sit,0,0,862,623,0,332,714,840,0,0,0,0,280.9,370.5
sit,10,122,850,11,13,726,750,12,9,9,11,11,211.2,342.8
sit,20,59,907,406,20,803,591,20,19,19,20,20,242.0,341.8
sit,20,21,891,66,21,569,590,21,21,21,459,21,226.8,311.4
sit,0,0,866,512,0,0,667,159,0,0,736,0,245.0,344.3
sit,8,8,322,704,9,8,601,643,8,9,794,11,260.4,329.1
sit,20,21,786,528,20,20,637,454,20,20,795,20,278.4,332.1
sit,21,21,772,481,21,21,674,476,21,21,806,21,279.7,333.4
sit,0,0,702,634,0,0,695,624,0,0,820,0,289.6,361.0
sit,11,9,773,775,13,9,746,641,13,9,859,12,322.5,388.0
sit,20,20,781,872,20,20,771,624,20,20,856,20,337.0,396.2
sit,21,21,819,921,21,21,821,634,21,21,646,22,332.4,391.9
sit,0,0,554,911,0,0,827,725,0,0,706,0,310.3,391.9
sit,11,9,425,912,12,8,780,476,13,8,756,403,317.8,353.0
sit,20,20,20,935,20,20,712,515,20,20,772,756,319.2,380.7
sit,20,21,691,926,21,21,776,347,21,21,752,393,334.2,361.8
sit,0,0,815,913,0,0,806,434,0,0,643,0,300.9,388.8
sit,11,7,505,929,11,8,749,482,13,8,505,11,269.9,342.8
sit,19,20,511,929,20,19,753,502,20,20,526,19,279.8,341.5
sit,21,21,543,928,21,21,754,516,20,21,550,21,286.4,345.4
sit,0,0,542,926,0,0,748,523,0,0,541,0,273.3,354.2
sit,12,9,8,918,12,9,838,695,12,8,789,790,341.7,412.8
sit,20,20,756,907,21,20,865,721,20,20,822,780,414.3,414.4
sit,21,21,910,880,21,21,861,666,21,22,456,328,352.3,383.3
sit,0,0,908,805,0,0,804,505,0,0,0,0,251.8,382.9
sit,11,9,889,12,11,8,850,799,12,8,7,173,232.4,373.4
sit,20,20,877,20,20,20,801,832,20,20,20,811,290.1,399.3
sit,21,21,902,21,21,21,792,801,21,21,21,665,277.3,382.0
sit,0,0,900,0,0,0,799,826,0,0,0,732,271.4,402.5
sit,11,7,853,649,11,8,352,825,13,9,10,506,271.2,347.4
sit,20,20,862,722,20,20,840,871,20,20,20,20,287.9,397.4
sit,21,21,863,836,22,21,750,849,21,21,21,22,289.0,396.4
sit,0,0,808,846,0,0,699,867,0,0,0,0,268.3,398.3
sit,12,8,822,801,12,9,772,885,13,9,7,11,280.1,399.5
sit,20,20,829,818,20,20,782,895,21,20,20,20,290.4,400.0
sit,21,21,818,852,21,21,677,895,21,21,21,21,284.2,391.8
sit,0,0,830,853,0,0,691,892,0,0,0,0,272.2,404.6
sit,12,9,840,853,11,8,715,897,13,8,7,12,282.1,404.0
sit,20,20,859,817,20,20,758,892,21,21,20,20,290.7,400.6
sit,21,21,859,822,21,21,759,894,21,21,21,21,291.8,401.2
sit,0,0,858,825,0,0,749,890,0,0,0,0,276.8,410.1
sit,11,7,858,831,12,9,751,893,13,9,7,11,284.3,406.6
sit,21,20,860,833,20,20,753,894,21,21,20,20,291.9,402.3
sit,21,21,860,835,21,21,753,894,21,21,21,21,292.5,402.3
sit,0,0,856,831,0,0,747,892,0,0,0,0,277.2,410.7
sit,11,9,858,835,12,9,751,894,13,9,7,11,284.9,407.1
sit,20,20,860,837,20,20,754,894,21,21,20,20,292.3,403.0
sit,21,21,866,837,21,21,752,890,21,21,21,21,292.8,402.6
sit,0,0,838,758,0,0,833,872,0,0,0,0,275.1,407.1
sit,11,9,835,719,12,9,846,859,13,9,7,11,278.3,397.6
sit,21,306,761,407,21,21,866,839,21,21,21,21,277.2,353.4
sit,21,738,718,22,21,520,854,465,22,21,21,22,287.1,342.5
sit,0,808,694,0,0,713,856,0,0,0,0,0,255.9,380.2
sit,12,823,504,12,12,812,851,12,9,9,7,12,256.3,372.7
sit,20,802,620,21,21,839,877,21,21,21,21,21,275.4,380.7
sit,21,819,593,22,22,840,875,22,22,21,22,21,275.0,380.2
sit,0,821,574,0,0,835,866,0,0,0,0,0,258.0,387.5
sit,11,823,566,11,11,843,872,12,13,9,11,12,266.2,383.7
sit,20,825,579,21,21,851,875,21,21,21,20,21,274.7,381.8
sit,21,825,581,21,21,851,875,21,21,21,21,21,275.0,381.9
sit,0,822,573,0,0,847,871,0,0,0,0,0,259.4,389.9
sit,11,824,581,11,11,851,874,12,13,8,12,11,268.3,386.4
sit,20,828,586,21,21,854,876,21,20,20,21,21,275.8,383.4
sit,21,829,587,22,21,855,876,21,21,21,21,22,276.4,383.4
sit,0,825,577,0,0,851,872,0,0,0,0,0,260.4,391.3
sit,11,836,610,12,12,851,873,11,13,8,11,12,271.7,390.0
sit,20,821,69,20,20,883,869,21,20,21,20,20,233.7,376.8
sit,21,815,55,21,21,881,864,21,21,21,21,21,231.9,375.1
sit,270,710,0,0,325,864,714,0,0,0,0,0,240.3,336.6
sit,13,741,8,11,566,866,771,11,11,8,7,11,252.0,363.4
sit,20,598,20,20,324,796,774,20,20,20,20,20,221.0,318.0
sit,20,21,432,20,21,339,781,21,20,21,21,20,144.8,245.7
sit,0,0,218,0,0,0,824,0,0,0,0,0,86.8,240.5
sit,10,63,8,11,11,243,796,11,11,8,8,11,99.3,229.5
sit,644,21,20,20,20,710,628,20,20,21,20,20,180.3,290.2
sit,878,21,21,21,697,768,220,21,21,21,21,21,227.6,340.7
sit,896,0,0,0,721,786,244,0,0,0,0,0,220.6,358.8
sit,898,8,8,11,720,795,318,12,11,8,8,11,234.0,357.0
sit,900,214,20,20,721,803,370,20,20,20,20,20,262.3,348.3
sit,899,299,21,21,726,808,435,21,22,21,21,21,276.3,350.9
sit,896,292,0,0,721,803,432,0,0,0,0,0,262.0,358.7
sit,898,302,11,12,726,805,440,11,9,8,10,11,270.3,355.6
sit,900,307,20,20,731,809,444,20,21,20,20,20,277.7,352.6
sit,900,312,21,21,732,810,450,21,20,21,21,21,279.2,352.9
sit,896,311,0,0,725,806,443,0,0,0,0,0,265.1,360.3
sit,898,321,11,11,730,808,455,10,9,8,11,12,273.7,357.3
sit,900,333,20,20,734,810,462,20,20,21,20,20,281.7,354.2
sit,899,333,21,21,737,810,464,21,21,21,21,21,282.5,354.1
sit,898,151,0,0,790,803,344,0,0,0,0,0,248.8,366.0
sit,904,655,6,11,11,652,362,11,12,9,7,11,220.9,332.7
sit,867,774,19,20,20,236,388,20,20,20,20,21,202.1,311.9
sit,751,21,20,21,471,477,307,21,21,301,21,21,204.4,252.2
sit,0,0,0,0,861,723,0,0,632,788,0,0,250.3,373.2
sit,11,9,9,12,887,391,8,11,777,854,9,11,249.1,372.8
sit,21,20,20,21,905,698,21,20,418,847,21,20,252.7,361.3
sit,21,21,21,21,899,599,21,21,738,868,21,21,272.7,378.6
sit,0,0,0,0,893,532,0,0,766,868,0,0,254.9,386.2
sit,11,9,8,11,898,555,9,11,773,870,9,11,264.6,384.9
sit,21,20,21,21,900,568,21,21,774,872,21,20,273.3,381.3
sit,21,21,21,21,901,573,22,21,773,873,21,21,274.1,381.6
sit,0,0,0,0,898,564,0,0,769,870,0,0,258.4,389.8
sit,12,9,8,11,900,569,8,11,775,870,8,11,266.0,386.5
sit,21,21,20,21,901,577,21,21,778,873,21,21,274.7,382.6
sit,21,22,21,22,902,577,21,21,779,873,22,21,275.2,382.6
sit,0,0,0,0,899,628,0,0,763,873,0,0,263.6,394.6
sit,12,9,9,11,892,724,9,11,656,879,9,11,269.3,387.7
sit,21,21,21,21,894,723,21,21,596,860,151,21,280.9,368.7
sit,21,22,21,21,798,720,21,22,450,838,568,21,293.6,350.5
sit,0,0,0,0,341,806,0,0,0,865,715,0,227.3,357.5
sit,11,9,8,11,11,813,668,11,12,830,797,12,266.1,379.3
sit,21,21,21,21,21,815,697,20,20,746,752,521,306.3,359.3
sit,21,21,22,21,21,807,677,21,21,812,720,208,281.0,355.0
sit,0,0,0,0,0,798,675,0,0,802,721,382,281.5,363.1
sit,12,9,9,11,12,803,682,11,12,801,723,400,290.4,359.7
sit,21,21,21,21,21,807,688,21,21,804,728,410,298.7,357.0
sit,22,22,21,21,22,810,688,21,22,808,727,410,299.5,357.5
sit,0,0,0,0,0,806,681,0,0,805,718,386,283.0,364.9
sit,11,9,9,11,12,809,684,12,12,808,721,396,291.2,361.2
sit,21,20,21,21,21,812,689,22,21,811,723,403,298.8,357.9
sit,21,21,22,22,22,813,690,21,21,811,722,407,299.4,357.9
sit,0,0,0,0,0,808,682,0,0,806,715,397,284.0,365.4
sit,11,9,9,11,12,811,685,12,12,808,718,406,292.0,361.5
sit,21,21,21,21,21,814,690,21,21,811,721,413,299.7,358.3
